Name,Year,Animation,Comedy,Crime,Fantasy,Action,Thriller,Romance,Family,Adventure,Mystery,Horror,Musical,War,Western,Sci-Fi,Film-Noir
"Thieves Voleurs, Les ",1996,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Evita ,1996,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Portrait of a Lady, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Walkabout ,1971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Message to Love: The Isle of Wight Festival ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Grateful Dead ,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Murder at  ,1600,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Hearts and Minds ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inside ,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Fierce Creatures ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zeus and Roxanne ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Turbulence ,1997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Angel Baby ,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jackie Chan's First Strike ,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Underworld ,1997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Beverly Hills Ninja ,1997,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Metro ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"Machine, The ",1994,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Stranger, The ",1994,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Falling in Love Again ,1980,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Cement Garden, The ",1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dante's Peak ,1997,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Meet Wally Sparks ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amos & Andrew ,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Benny & Joon ,1993,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Prefontaine ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Tickle in the Heart, A ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guantanamera ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
McHale's Navy ,1997,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Kolya ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gridlock'd ,1997,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Fire on the Mountain ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Waiting for Guffman ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Prisoner of the Mountains Kavkazsky Plennik ,1996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Beautician and the Beast, The ",1997,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
SubUrbia ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hotel de Love ,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Pest, The ",1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fools Rush In ,1997,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Touch ,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Absolute Power ,1997,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
That Darn Cat! ,1997,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vegas Vacation ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unforgotten: TwentyFive Years After Willowbrook ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
That Old Feeling ,1997,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Lost Highway ,1997,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Rosewood ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Donnie Brasco ,1997,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Salut cousin! ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Booty Call ,1997,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Rhyme & Reason ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boys Life  ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
City of Industry ,1997,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Best Men ,1997,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
JungleJungle a.k.a. Jungle  Jungle ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kama Sutra: A Tale of Love ,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Private Parts ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Love Jones ,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Saint, The ",1997,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Smilla's Sense of Snow ,1997,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
"Van, The ",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Crash ,1996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Daytrippers, The ",1996,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Liar Liar ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Quiet Room, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Selena ,1997,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Devil's Own, The ",1997,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
Cats Don't Dance ,1997,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
B*A*P*S ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Love and Other Catastrophes ,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Sixth Man, The ",1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Turbo: A Power Rangers Movie ,1997,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Anna Karenina ,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Double Team ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Inventing the Abbotts ,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
