"IsDepDelayed","fYear","fMonth","fDayofMonth","fDayOfWeek","UniqueCarrier","Origin","Dest","Distance"
"YES","f1990","f1","f15","f1","US","PSP","SAN",85
"YES","f1990","f1","f16","f2","US","PSP","SAN",85
"YES","f1990","f1","f17","f3","US","PSP","SAN",85
"YES","f1990","f1","f18","f4","US","PSP","SAN",85
"YES","f1990","f1","f20","f6","US","PSP","SAN",85
"YES","f1990","f1","f21","f7","US","PSP","SAN",85
"YES","f1990","f1","f22","f1","US","PSP","SAN",85
"YES","f1990","f1","f23","f2","US","PSP","SAN",85
"YES","f1990","f1","f24","f3","US","PSP","SAN",85
"NO","f1990","f1","f25","f4","US","PSP","SAN",85
"NO","f1990","f1","f26","f5","US","PSP","SAN",85
"YES","f1990","f1","f27","f6","US","PSP","SAN",85
"YES","f1990","f1","f28","f7","US","PSP","SAN",85
"YES","f1990","f1","f29","f1","US","PSP","SAN",85
"NO","f1990","f1","f30","f2","US","PSP","SAN",85
"YES","f1990","f1","f4","f4","US","SAN","PIT",2106
"NO","f1990","f1","f5","f5","US","SAN","PIT",2106
"NO","f1990","f1","f6","f6","US","SAN","PIT",2106
"YES","f1990","f1","f8","f1","US","SAN","PIT",2106
"YES","f1990","f1","f9","f2","US","SAN","PIT",2106
"YES","f1990","f1","f10","f3","US","SAN","PIT",2106
"YES","f1990","f1","f12","f5","US","SAN","PIT",2106
"YES","f1990","f1","f13","f6","US","SAN","PIT",2106
"YES","f1990","f1","f14","f7","US","SAN","PIT",2106
"YES","f1990","f1","f15","f1","US","SAN","PIT",2106
"YES","f1990","f1","f16","f2","US","SAN","PIT",2106
"YES","f1990","f1","f17","f3","US","SAN","PIT",2106
"YES","f1990","f1","f18","f4","US","SAN","PIT",2106
"YES","f1990","f1","f19","f5","US","SAN","PIT",2106
"YES","f1990","f1","f20","f6","US","SAN","PIT",2106
"YES","f1990","f1","f21","f7","US","SAN","PIT",2106
"YES","f1990","f1","f22","f1","US","SAN","PIT",2106
"YES","f1990","f1","f24","f3","US","SAN","PIT",2106
"YES","f1990","f1","f25","f4","US","SAN","PIT",2106
"NO","f1990","f1","f26","f5","US","SAN","PIT",2106
"YES","f1990","f1","f28","f7","US","SAN","PIT",2106
"YES","f1990","f1","f29","f1","US","SAN","PIT",2106
"NO","f1990","f1","f30","f2","US","SAN","PIT",2106
"NO","f1990","f1","f4","f4","US","SFO","PSP",421
"NO","f1990","f1","f5","f5","US","SFO","PSP",421
"YES","f1990","f1","f9","f2","US","SFO","PSP",421
"YES","f1990","f1","f11","f4","US","SFO","PSP",421
"YES","f1990","f1","f12","f5","US","SFO","PSP",421
"YES","f1990","f1","f13","f6","US","SFO","PSP",421
"NO","f1990","f1","f14","f7","US","SFO","PSP",421
"YES","f1990","f1","f15","f1","US","SFO","PSP",421
"YES","f1990","f1","f16","f2","US","SFO","PSP",421
"NO","f1990","f1","f17","f3","US","SFO","PSP",421
"NO","f1990","f1","f18","f4","US","SFO","PSP",421
"YES","f1990","f1","f19","f5","US","SFO","PSP",421
"YES","f1990","f1","f21","f7","US","SFO","PSP",421
"NO","f1990","f1","f22","f1","US","SFO","PSP",421
"NO","f1990","f1","f23","f2","US","SFO","PSP",421
"NO","f1990","f1","f24","f3","US","SFO","PSP",421
"NO","f1990","f1","f25","f4","US","SFO","PSP",421
"NO","f1990","f1","f26","f5","US","SFO","PSP",421
"NO","f1990","f1","f27","f6","US","SFO","PSP",421
"YES","f1990","f1","f28","f7","US","SFO","PSP",421
"YES","f1990","f1","f29","f1","US","SFO","PSP",421
"NO","f1990","f1","f30","f2","US","SFO","PSP",421
"NO","f1990","f1","f31","f3","US","SFO","PSP",421
"YES","f1990","f1","f2","f2","US","ABE","PIT",253
"YES","f1990","f1","f3","f3","US","ABE","PIT",253
"YES","f1990","f1","f4","f4","US","ABE","PIT",253
"NO","f1990","f1","f5","f5","US","ABE","PIT",253
"YES","f1990","f1","f6","f6","US","ABE","PIT",253
"NO","f1990","f1","f7","f7","US","ABE","PIT",253
"YES","f1990","f1","f8","f1","US","ABE","PIT",253
"YES","f1990","f1","f9","f2","US","ABE","PIT",253
"NO","f1990","f1","f10","f3","US","ABE","PIT",253
"NO","f1990","f1","f11","f4","US","ABE","PIT",253
"YES","f1990","f1","f12","f5","US","ABE","PIT",253
"NO","f1990","f1","f13","f6","US","ABE","PIT",253
"NO","f1990","f1","f14","f7","US","ABE","PIT",253
"YES","f1990","f1","f15","f1","US","ABE","PIT",253
"YES","f1990","f1","f16","f2","US","ABE","PIT",253
"YES","f1990","f1","f17","f3","US","ABE","PIT",253
"NO","f1990","f1","f18","f4","US","ABE","PIT",253
"YES","f1990","f1","f19","f5","US","ABE","PIT",253
"YES","f1990","f1","f20","f6","US","ABE","PIT",253
"YES","f1990","f1","f21","f7","US","ABE","PIT",253
"NO","f1990","f1","f22","f1","US","ABE","PIT",253
"YES","f1990","f1","f23","f2","US","ABE","PIT",253
"NO","f1990","f1","f24","f3","US","ABE","PIT",253
"YES","f1990","f1","f25","f4","US","ABE","PIT",253
"NO","f1990","f1","f26","f5","US","ABE","PIT",253
"NO","f1990","f1","f27","f6","US","ABE","PIT",253
"NO","f1990","f1","f28","f7","US","ABE","PIT",253
"YES","f1990","f1","f29","f1","US","ABE","PIT",253
"NO","f1990","f1","f30","f2","US","ABE","PIT",253
"YES","f1990","f1","f31","f3","US","ABE","PIT",253
"YES","f1990","f1","f1","f1","US","PIT","TPA",873
"YES","f1990","f1","f2","f2","US","PIT","TPA",873
"YES","f1990","f1","f4","f4","US","PIT","TPA",873
"YES","f1990","f1","f5","f5","US","PIT","TPA",873
"YES","f1990","f1","f6","f6","US","PIT","TPA",873
"YES","f1990","f1","f7","f7","US","PIT","TPA",873
"YES","f1990","f1","f10","f3","US","PIT","TPA",873
"YES","f1990","f1","f11","f4","US","PIT","TPA",873
"YES","f1990","f1","f12","f5","US","PIT","TPA",873
"YES","f1990","f1","f13","f6","US","PIT","TPA",873
"NO","f1990","f1","f14","f7","US","PIT","TPA",873
"YES","f1990","f1","f15","f1","US","PIT","TPA",873
"NO","f1990","f1","f16","f2","US","PIT","TPA",873
"YES","f1990","f1","f17","f3","US","PIT","TPA",873
"YES","f1990","f1","f18","f4","US","PIT","TPA",873
"YES","f1990","f1","f19","f5","US","PIT","TPA",873
"YES","f1990","f1","f20","f6","US","PIT","TPA",873
"YES","f1990","f1","f21","f7","US","PIT","TPA",873
"YES","f1990","f1","f22","f1","US","PIT","TPA",873
"YES","f1990","f1","f23","f2","US","PIT","TPA",873
"YES","f1990","f1","f24","f3","US","PIT","TPA",873
"YES","f1990","f1","f25","f4","US","PIT","TPA",873
"YES","f1990","f1","f26","f5","US","PIT","TPA",873
"YES","f1990","f1","f27","f6","US","PIT","TPA",873
"YES","f1990","f1","f28","f7","US","PIT","TPA",873
"YES","f1990","f1","f29","f1","US","PIT","TPA",873
"YES","f1990","f1","f30","f2","US","PIT","TPA",873
"YES","f1990","f1","f31","f3","US","PIT","TPA",873
"YES","f1990","f1","f1","f1","US","MIA","PIT",1013
"YES","f1990","f1","f2","f2","US","MIA","PIT",1013
"YES","f1991","f1","f1","f2","US","TPA","SYR",1104
"NO","f1991","f1","f2","f3","US","TPA","SYR",1104
"NO","f1991","f1","f3","f4","US","TPA","SYR",1104
"YES","f1991","f1","f4","f5","US","TPA","SYR",1104
"YES","f1991","f1","f6","f7","US","TPA","SYR",1104
"YES","f1991","f1","f7","f1","US","TPA","SYR",1104
"NO","f1991","f1","f8","f2","US","TPA","SYR",1104
"YES","f1991","f1","f9","f3","US","TPA","SYR",1104
"YES","f1991","f1","f11","f5","US","TPA","SYR",1104
"NO","f1991","f1","f12","f6","US","TPA","SYR",1104
"NO","f1991","f1","f13","f7","US","TPA","SYR",1104
"NO","f1991","f1","f14","f1","US","TPA","SYR",1104
"NO","f1991","f1","f15","f2","US","TPA","SYR",1104
"YES","f1991","f1","f16","f3","US","TPA","SYR",1104
"YES","f1991","f1","f17","f4","US","TPA","SYR",1104
"NO","f1991","f1","f18","f5","US","TPA","SYR",1104
"NO","f1991","f1","f19","f6","US","TPA","SYR",1104
"NO","f1991","f1","f20","f7","US","TPA","SYR",1104
"NO","f1991","f1","f21","f1","US","TPA","SYR",1104
"NO","f1991","f1","f24","f4","US","TPA","SYR",1104
"NO","f1991","f1","f25","f5","US","TPA","SYR",1104
"NO","f1991","f1","f26","f6","US","TPA","SYR",1104
"NO","f1991","f1","f27","f7","US","TPA","SYR",1104
"NO","f1991","f1","f28","f1","US","TPA","SYR",1104
"NO","f1991","f1","f29","f2","US","TPA","SYR",1104
"YES","f1991","f1","f30","f3","US","TPA","SYR",1104
"NO","f1991","f1","f31","f4","US","TPA","SYR",1104
"YES","f1991","f1","f1","f2","US","CLE","PIT",105
"NO","f1991","f1","f2","f3","US","CLE","PIT",105
"NO","f1991","f1","f3","f4","US","CLE","PIT",105
"NO","f1991","f1","f4","f5","US","CLE","PIT",105
"YES","f1991","f1","f5","f6","US","CLE","PIT",105
"NO","f1991","f1","f6","f7","US","CLE","PIT",105
"YES","f1991","f1","f7","f1","US","CLE","PIT",105
"NO","f1991","f1","f8","f2","US","MDW","PIT",402
"YES","f1991","f1","f9","f3","US","MDW","PIT",402
"NO","f1991","f1","f10","f4","US","MDW","PIT",402
"YES","f1991","f1","f11","f5","US","MDW","PIT",402
"YES","f1991","f1","f12","f6","US","MDW","PIT",402
"NO","f1991","f1","f14","f1","US","MDW","PIT",402
"YES","f1991","f1","f15","f2","US","MDW","PIT",402
"NO","f1991","f1","f17","f4","US","MDW","PIT",402
"YES","f1991","f1","f18","f5","US","MDW","PIT",402
"NO","f1991","f1","f20","f7","US","MDW","PIT",402
"NO","f1991","f1","f22","f2","US","MDW","PIT",402
"NO","f1991","f1","f23","f3","US","MDW","PIT",402
"NO","f1991","f1","f25","f5","US","MDW","PIT",402
"NO","f1991","f1","f27","f7","US","MDW","PIT",402
"NO","f1991","f1","f28","f1","US","MDW","PIT",402
"YES","f1991","f1","f29","f2","US","MDW","PIT",402
"NO","f1991","f1","f31","f4","US","MDW","PIT",402
"YES","f1991","f1","f1","f2","US","PIT","GSO",304
"NO","f1991","f1","f2","f3","US","PIT","GSO",304
"YES","f1991","f1","f5","f6","US","PIT","GSO",304
"YES","f1991","f1","f6","f7","US","PIT","GSO",304
"NO","f1991","f1","f7","f1","US","PIT","GSO",304
"YES","f1991","f1","f9","f3","US","PIT","SWF",328
"YES","f1991","f1","f10","f4","US","PIT","SWF",328
"YES","f1991","f1","f11","f5","US","PIT","SWF",328
"YES","f1991","f1","f12","f6","US","PIT","SWF",328
"NO","f1991","f1","f14","f1","US","PIT","SWF",328
"YES","f1991","f1","f15","f2","US","PIT","SWF",328
"NO","f1991","f1","f16","f3","US","PIT","SWF",328
"YES","f1991","f1","f17","f4","US","PIT","SWF",328
"YES","f1991","f1","f18","f5","US","PIT","SWF",328
"NO","f1991","f1","f19","f6","US","PIT","SWF",328
"NO","f1991","f1","f20","f7","US","PIT","SWF",328
"YES","f1991","f1","f22","f2","US","PIT","SWF",328
"NO","f1991","f1","f23","f3","US","PIT","SWF",328
"NO","f1991","f1","f24","f4","US","PIT","SWF",328
"YES","f1991","f1","f25","f5","US","PIT","SWF",328
"NO","f1991","f1","f26","f6","US","PIT","SWF",328
"YES","f1991","f1","f27","f7","US","PIT","SWF",328
"NO","f1991","f1","f28","f1","US","PIT","SWF",328
"NO","f1991","f1","f29","f2","US","PIT","SWF",328
"NO","f1991","f1","f30","f3","US","PIT","SWF",328
"NO","f1991","f1","f31","f4","US","PIT","SWF",328
"YES","f1991","f1","f1","f2","US","BUF","JFK",301
"NO","f1991","f1","f2","f3","US","BUF","JFK",301
"NO","f1991","f1","f3","f4","US","BUF","JFK",301
"NO","f1991","f1","f5","f6","US","BUF","JFK",301
"YES","f1991","f1","f6","f7","US","BUF","JFK",301
"NO","f1991","f1","f7","f1","US","BUF","JFK",301
"NO","f1991","f1","f8","f2","US","BUF","JFK",301
"YES","f1991","f1","f9","f3","US","BUF","JFK",301
"NO","f1991","f1","f10","f4","US","BUF","JFK",301
"YES","f1991","f1","f11","f5","US","BUF","JFK",301
"NO","f1991","f1","f13","f7","US","BUF","JFK",301
"NO","f1991","f1","f14","f1","US","BUF","JFK",301
"NO","f1991","f1","f15","f2","US","BUF","JFK",301
"YES","f1991","f1","f16","f3","US","BUF","JFK",301
"YES","f1991","f1","f17","f4","US","BUF","JFK",301
"NO","f1991","f1","f18","f5","US","BUF","JFK",301
"YES","f1991","f1","f19","f6","US","BUF","JFK",301
"NO","f1991","f1","f20","f7","US","BUF","JFK",301
"YES","f1991","f1","f21","f1","US","BUF","JFK",301
"NO","f1991","f1","f22","f2","US","BUF","JFK",301
"NO","f1991","f1","f23","f3","US","BUF","JFK",301
"YES","f1991","f1","f24","f4","US","BUF","JFK",301
"NO","f1991","f1","f25","f5","US","BUF","JFK",301
"YES","f1991","f1","f27","f7","US","BUF","JFK",301
"NO","f1991","f1","f28","f1","US","BUF","JFK",301
"NO","f1991","f1","f29","f2","US","BUF","JFK",301
"NO","f1991","f1","f30","f3","US","BUF","JFK",301
"YES","f1991","f1","f31","f4","US","BUF","JFK",301
"NO","f1991","f1","f8","f2","US","BNA","PIT",462
"YES","f1991","f1","f9","f3","US","BNA","PIT",462
"NO","f1991","f1","f10","f4","US","BNA","PIT",462
"NO","f1991","f1","f11","f5","US","BNA","PIT",462
"NO","f1991","f1","f12","f6","US","BNA","PIT",462
"NO","f1991","f1","f14","f1","US","BNA","PIT",462
"YES","f1991","f1","f15","f2","US","BNA","PIT",462
"NO","f1991","f1","f16","f3","US","BNA","PIT",462
"YES","f1991","f1","f18","f5","US","BNA","PIT",462
"NO","f1991","f1","f19","f6","US","BNA","PIT",462
"NO","f1991","f1","f20","f7","US","BNA","PIT",462
"NO","f1991","f1","f21","f1","US","BNA","PIT",462
"NO","f1991","f1","f22","f2","US","BNA","PIT",462
"NO","f1991","f1","f25","f5","US","BNA","PIT",462
"NO","f1991","f1","f26","f6","US","BNA","PIT",462
"NO","f1991","f1","f27","f7","US","BNA","PIT",462
"NO","f1991","f1","f28","f1","US","BNA","PIT",462
"NO","f1991","f1","f30","f3","US","BNA","PIT",462
"NO","f1991","f1","f31","f4","US","BNA","PIT",462
"NO","f1991","f1","f1","f2","US","CLE","DCA",310
"NO","f1991","f1","f2","f3","US","CLE","DCA",310
"YES","f1991","f1","f3","f4","US","CLE","DCA",310
"YES","f1991","f1","f4","f5","US","CLE","DCA",310
"YES","f1991","f1","f5","f6","US","CLE","DCA",310
"YES","f1991","f1","f6","f7","US","CLE","DCA",310
"NO","f1991","f1","f7","f1","US","CLE","DCA",310
"NO","f1991","f1","f8","f2","US","PIT","ORF",330
"YES","f1991","f1","f9","f3","US","PIT","ORF",330
"YES","f1991","f1","f10","f4","US","PIT","ORF",330
"YES","f1991","f1","f11","f5","US","PIT","ORF",330
"YES","f1991","f1","f12","f6","US","PIT","ORF",330
"NO","f1991","f1","f14","f1","US","PIT","ORF",330
"NO","f1991","f1","f15","f2","US","PIT","ORF",330
"YES","f1991","f1","f16","f3","US","PIT","ORF",330
"YES","f1991","f1","f17","f4","US","PIT","ORF",330
"YES","f1991","f1","f18","f5","US","PIT","ORF",330
"YES","f1991","f1","f19","f6","US","PIT","ORF",330
"NO","f1991","f1","f20","f7","US","PIT","ORF",330
"NO","f1991","f1","f21","f1","US","PIT","ORF",330
"NO","f1991","f1","f22","f2","US","PIT","ORF",330
"NO","f1991","f1","f23","f3","US","PIT","ORF",330
"NO","f1991","f1","f24","f4","US","PIT","ORF",330
"NO","f1991","f1","f26","f6","US","PIT","ORF",330
"NO","f1991","f1","f28","f1","US","PIT","ORF",330
"NO","f1991","f1","f30","f3","US","PIT","ORF",330
"YES","f1991","f1","f31","f4","US","PIT","ORF",330
"YES","f1991","f1","f1","f2","US","RNO","SFO",192
"YES","f1991","f1","f2","f3","US","RNO","SFO",192
"YES","f1991","f1","f3","f4","US","RNO","SFO",192
"YES","f1991","f1","f4","f5","US","RNO","SFO",192
"YES","f1991","f1","f5","f6","US","RNO","SFO",192
"NO","f1991","f1","f7","f1","US","RNO","SFO",192
"YES","f1991","f1","f2","f3","US","SFO","CLE",2161
"NO","f1991","f1","f3","f4","US","SFO","CLE",2161
"NO","f1991","f1","f4","f5","US","SFO","CLE",2161
"YES","f1991","f1","f5","f6","US","SFO","CLE",2161
"YES","f1991","f1","f6","f7","US","SFO","CLE",2161
"NO","f1991","f1","f7","f1","US","SFO","CLE",2161
"YES","f1991","f1","f1","f2","US","CLT","BWI",361
"NO","f1991","f1","f2","f3","US","CLT","BWI",361
"NO","f1991","f1","f3","f4","US","CLT","BWI",361
"YES","f1991","f1","f5","f6","US","CLT","BWI",361
"YES","f1991","f1","f6","f7","US","CLT","BWI",361
"YES","f1991","f1","f7","f1","US","CLT","BWI",361
"YES","f1991","f1","f8","f2","US","CLT","OAJ",191
"NO","f1991","f1","f9","f3","US","CLT","OAJ",191
"NO","f1991","f1","f10","f4","US","CLT","OAJ",191
"NO","f1991","f1","f11","f5","US","CLT","OAJ",191
"NO","f1991","f1","f13","f7","US","CLT","OAJ",191
"YES","f1991","f1","f15","f2","US","CLT","OAJ",191
"YES","f1991","f1","f16","f3","US","CLT","OAJ",191
"YES","f1991","f1","f17","f4","US","CLT","OAJ",191
"NO","f1991","f1","f18","f5","US","CLT","OAJ",191
"NO","f1991","f1","f20","f7","US","CLT","OAJ",191
"YES","f1991","f1","f21","f1","US","CLT","OAJ",191
"YES","f1991","f1","f22","f2","US","CLT","OAJ",191
"YES","f1991","f1","f23","f3","US","CLT","OAJ",191
"YES","f1991","f1","f24","f4","US","CLT","OAJ",191
"NO","f1991","f1","f25","f5","US","CLT","OAJ",191
"YES","f1991","f1","f27","f7","US","CLT","OAJ",191
"YES","f1991","f1","f28","f1","US","CLT","OAJ",191
"YES","f1991","f1","f29","f2","US","CLT","OAJ",191
"YES","f1991","f1","f30","f3","US","CLT","OAJ",191
"YES","f1991","f1","f31","f4","US","CLT","OAJ",191
"NO","f1991","f1","f1","f2","US","MYR","CLT",156
"NO","f1991","f1","f3","f4","US","MYR","CLT",156
"NO","f1991","f1","f5","f6","US","MYR","CLT",156
"NO","f1991","f1","f6","f7","US","MYR","CLT",156
"YES","f1991","f1","f8","f2","US","MYR","CLT",156
"NO","f1991","f1","f9","f3","US","MYR","CLT",156
"NO","f1991","f1","f11","f5","US","MYR","CLT",156
"NO","f1991","f1","f13","f7","US","MYR","CLT",156
"NO","f1991","f1","f14","f1","US","MYR","CLT",156
"NO","f1991","f1","f15","f2","US","MYR","CLT",156
"NO","f1991","f1","f16","f3","US","MYR","CLT",156
"NO","f1991","f1","f17","f4","US","MYR","CLT",156
"NO","f1991","f1","f18","f5","US","MYR","CLT",156
"NO","f1991","f1","f20","f7","US","MYR","CLT",156
"NO","f1991","f1","f21","f1","US","MYR","CLT",156
"NO","f1991","f1","f24","f4","US","MYR","CLT",156
"NO","f1991","f1","f25","f5","US","MYR","CLT",156
"NO","f1991","f1","f27","f7","US","MYR","CLT",156
"NO","f1991","f1","f28","f1","US","MYR","CLT",156
"NO","f1991","f1","f29","f2","US","MYR","CLT",156
"NO","f1991","f1","f30","f3","US","MYR","CLT",156
"NO","f1991","f1","f31","f4","US","MYR","CLT",156
"NO","f1991","f1","f1","f2","US","BWI","IND",515
"YES","f1991","f1","f2","f3","US","BWI","IND",515
"NO","f1991","f1","f3","f4","US","BWI","IND",515
"YES","f1991","f1","f4","f5","US","BWI","IND",515
"NO","f1991","f1","f6","f7","US","BWI","IND",515
"YES","f1991","f1","f7","f1","US","BWI","IND",515
"NO","f1991","f1","f8","f2","US","BWI","IND",515
"NO","f1991","f1","f9","f3","US","BWI","IND",515
"YES","f1991","f1","f10","f4","US","BWI","IND",515
"NO","f1991","f1","f12","f6","US","BWI","IND",515
"YES","f1991","f1","f13","f7","US","BWI","IND",515
"NO","f1991","f1","f17","f4","US","BWI","IND",515
"NO","f1991","f1","f18","f5","US","BWI","IND",515
"NO","f1991","f1","f19","f6","US","BWI","IND",515
"NO","f1991","f1","f21","f1","US","BWI","IND",515
"NO","f1991","f1","f22","f2","US","BWI","IND",515
"YES","f1991","f1","f23","f3","US","BWI","IND",515
"NO","f1991","f1","f25","f5","US","BWI","IND",515
"YES","f1991","f1","f27","f7","US","BWI","IND",515
"NO","f1991","f1","f29","f2","US","BWI","IND",515
"NO","f1991","f1","f30","f3","US","BWI","IND",515
"NO","f1991","f1","f31","f4","US","BWI","IND",515
"NO","f1991","f1","f1","f2","US","IND","MCI",451
"YES","f1991","f1","f2","f3","US","IND","MCI",451
"YES","f1991","f1","f3","f4","US","IND","MCI",451
"YES","f1991","f1","f4","f5","US","IND","MCI",451
"YES","f1991","f1","f6","f7","US","IND","MCI",451
"YES","f1991","f1","f7","f1","US","IND","MCI",451
"YES","f1991","f1","f8","f2","US","IND","MCI",451
"YES","f1991","f1","f10","f4","US","IND","MCI",451
"YES","f1991","f1","f11","f5","US","IND","MCI",451
"YES","f1991","f1","f12","f6","US","IND","MCI",451
"NO","f1991","f1","f13","f7","US","IND","MCI",451
"YES","f1991","f1","f14","f1","US","IND","MCI",451
"NO","f1991","f1","f15","f2","US","IND","MCI",451
"YES","f1991","f1","f17","f4","US","IND","MCI",451
"NO","f1991","f1","f18","f5","US","IND","MCI",451
"NO","f1991","f1","f20","f7","US","IND","MCI",451
"YES","f1991","f1","f21","f1","US","IND","MCI",451
"YES","f1991","f1","f22","f2","US","IND","MCI",451
"YES","f1991","f1","f23","f3","US","IND","MCI",451
"YES","f1991","f1","f24","f4","US","IND","MCI",451
"YES","f1991","f1","f25","f5","US","IND","MCI",451
"YES","f1991","f1","f26","f6","US","IND","MCI",451
"YES","f1991","f1","f27","f7","US","IND","MCI",451
"YES","f1991","f1","f28","f1","US","IND","MCI",451
"YES","f1991","f1","f29","f2","US","IND","MCI",451
"YES","f1991","f1","f30","f3","US","IND","MCI",451
"YES","f1991","f1","f31","f4","US","IND","MCI",451
"YES","f1991","f1","f1","f2","US","PIT","BOS",496
"YES","f1991","f1","f2","f3","US","PIT","BOS",496
"YES","f1991","f1","f3","f4","US","PIT","BOS",496
"YES","f1991","f1","f6","f7","US","PIT","BOS",496
"YES","f1991","f1","f7","f1","US","PIT","BOS",496
"NO","f1991","f1","f8","f2","US","PIT","BOS",496
"YES","f1991","f1","f9","f3","US","PIT","BOS",496
"NO","f1991","f1","f10","f4","US","PIT","BOS",496
"YES","f1991","f1","f12","f6","US","PIT","BOS",496
"NO","f1991","f1","f15","f2","US","PIT","BOS",496
"YES","f1991","f1","f16","f3","US","PIT","BOS",496
"YES","f1991","f1","f18","f5","US","PIT","BOS",496
"YES","f1991","f1","f19","f6","US","PIT","BOS",496
"NO","f1991","f1","f20","f7","US","PIT","BOS",496
"YES","f1991","f1","f22","f2","US","PIT","BOS",496
"YES","f1991","f1","f24","f4","US","PIT","BOS",496
"NO","f1991","f1","f25","f5","US","PIT","BOS",496
"YES","f1991","f1","f26","f6","US","PIT","BOS",496
"NO","f1991","f1","f27","f7","US","PIT","BOS",496
"YES","f1991","f1","f29","f2","US","PIT","BOS",496
"NO","f1991","f1","f30","f3","US","PIT","BOS",496
"YES","f1991","f1","f31","f4","US","PIT","BOS",496
"NO","f1991","f1","f9","f3","US","EWR","PIT",319
"YES","f1991","f1","f10","f4","US","EWR","PIT",319
"YES","f1991","f1","f11","f5","US","EWR","PIT",319
"NO","f1991","f1","f12","f6","US","EWR","PIT",319
"NO","f1991","f1","f14","f1","US","EWR","PIT",319
"YES","f1991","f1","f15","f2","US","EWR","PIT",319
"YES","f1991","f1","f16","f3","US","EWR","PIT",319
"NO","f1991","f1","f17","f4","US","EWR","PIT",319
"YES","f1991","f1","f18","f5","US","EWR","PIT",319
